order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
7410caE,37,PastrySmoothie,2024-03-08,2024-03-08,11.07,49.1,Bike,High,Sunny,0.0,20.0,Route_4,7b8c81f0-169d-4626-929e-1694f02a0c12,34,Female,City_10,11,5,Asian,Monthly,No,Hot,4,5,Poor,5,True,False,Car-only,0.27696941377013296,Car,No
6674d6W,88,Briyani rice,2024-04-14,2024-04-14,3.64,24.55,Car,High,Sunny,0.0,0.97,Route_2,60f85968-b028-41cc-aa0d-b0a813d13ccc,21,Female,City_3,22,3,American,Weekly,No,Hot,4,3,Poor,5,False,False,Bike-friendly,0.43753063887449084,Car,No
1ae5dbE,43,Sushi,2024-02-02,2024-02-02,14.79,12.58,Bike,Medium,Snowy,0.0,2.18,Route_3,6c5731d1-708b-47a2-906a-99616aa0b561,33,Male,City_4,28,3,American,Monthly,No,Warm,2,4,Fair,5,True,True,Car-only,0.6506434965665577,Bike,No
deb093L,92,Chicken pie,2024-02-03,2024-02-03,8.21,22.83,Walk,Medium,Sunny,0.0,6.43,Route_5,949e910c-1b39-4ed2-addb-20981802a3cc,46,Female,City_7,8,1,Italian,Weekly,No,Hot,5,1,Good,3,False,True,Bike-friendly,0.4139352397609287,Car,No
8f3f55V,57,CoffeeBoba tea,2024-04-07,2024-04-07,14.61,12.03,Bike,High,Rainy,0.0,-0.15,Route_1,b39e60b6-88e1-44a8-88fa-8ffe74507c9f,54,Other,City_9,3,1,American,Monthly,Yes,Hot,1,3,Poor,4,True,False,Car-only,0.34436098741636434,Car,No
94bda5F,87,Chicken rice,2024-01-22,2024-01-22,6.6,47.46,Car,High,Snowy,0.0,-4.51,Route_4,1563084a-c3ca-4826-aae9-2b4d2ca539d8,41,Female,City_2,2,2,Italian,Weekly,Yes,Hot,2,5,Poor,4,False,False,Car-only,0.9897363628509932,Car,Yes
af3f8cC,63,Fried chicken,2024-03-24,2024-03-24,6.6,23.07,Walk,Medium,Rainy,0.0,-6.43,Route_4,a78dcbcd-71b4-407e-a728-8a73384917cc,50,Male,City_2,27,5,American,Monthly,No,Warm,3,1,Good,4,True,True,Bike-friendly,0.6586492868140529,Bike,No
e33470I,89,Pasta,2024-09-28,2024-09-28,9.04,6.67,Car,High,Rainy,0.0,10.03,Route_2,fb8bb259-2c6f-4061-9c97-eaa6f206cc58,55,Male,City_8,2,3,Italian,Weekly,No,Warm,2,4,Good,3,False,False,Bike-friendly,0.22398722939627125,Car,No
89bfb6T,57,Cup cake,2024-09-29,2024-09-29,4.61,10.3,Car,High,Sunny,0.0,8.67,Route_1,40e7c931-7e14-45e4-9769-698000ab7bdc,45,Other,City_6,29,4,Asian,Weekly,Yes,Cold,3,5,Fair,2,True,True,Bike-friendly,0.8488845099871061,Car,Yes
06454fB,34,Pizza,2024-06-20,2024-06-20,14.4,33.6,Bike,High,Rainy,0.0,4.76,Route_1,7defe945-3854-4b4d-8262-6164dec19d94,42,Male,City_10,2,5,Italian,Monthly,No,Warm,1,3,Good,1,False,True,Bike-friendly,0.46272389699619776,Car,No
c79577V,64,Cup cake,2024-08-03,2024-08-03,5.82,17.89,Car,Low,Rainy,0.0,2.43,Route_4,84f45c92-ca65-41c9-ab0b-71518d390bec,30,Female,City_2,20,1,Italian,Weekly,No,Cold,1,2,Good,5,False,True,Mixed,0.09824699946112947,Bike,No
31660aZ,60,Dumplings,2024-10-11,2024-10-11,13.96,38.41,Car,Medium,Sunny,0.0,-0.56,Route_1,86fd8db7-fc75-4622-8dcd-15631d654ea6,40,Male,City_9,46,2,Mediterranean,Weekly,No,Warm,3,3,Fair,1,True,True,Car-only,0.8970465869121214,Bike,Yes
abe5ccJ,79,Fried chicken,2024-02-17,2024-02-17,5.53,37.94,Car,Low,Snowy,0.0,6.33,Route_5,c14bde14-b3f8-4409-a334-7362ef3fef4c,50,Male,City_2,24,1,American,Weekly,No,Hot,5,1,Good,5,False,False,Car-only,0.10103099604254162,Car,No
67088cL,44,Burger,2024-03-29,2024-03-29,14.93,26.8,Car,Medium,Rainy,0.0,-8.28,Route_3,0e4342a6-0850-4dd3-976a-6b1da3582f95,22,Female,City_10,38,4,Italian,Monthly,No,Warm,1,3,Poor,3,True,True,Car-only,0.15454416287977557,Bike,No
175424N,96,PastrySmoothie,2024-04-22,2024-04-22,11.13,11.2,Bike,Medium,Rainy,0.0,-5.35,Route_3,a94f6978-41e5-4cf2-80fe-479595ee47e4,44,Male,City_10,25,2,Mediterranean,Monthly,No,Warm,5,3,Fair,4,True,True,Mixed,0.785428457774176,Bike,No
d8d0c6H,64,Fried chicken,2024-06-15,2024-06-15,11.92,7.74,Bike,High,Snowy,0.0,14.52,Route_2,af724db5-6af6-408a-95f8-97b02a37459b,29,Other,City_7,22,3,Mexican,Weekly,Yes,Hot,4,1,Fair,2,False,True,Car-only,0.27240778759958517,Car,No
9dba06S,36,Shawarma,2024-11-03,2024-11-03,14.7,32.97,Car,Low,Snowy,0.0,-9.3,Route_2,8f95d475-53b9-4abd-b387-be5a22f45078,38,Male,City_4,40,3,Asian,Monthly,No,Warm,5,3,Good,4,False,True,Mixed,0.6044767622222078,Car,No
0db28cN,45,Pizza,2024-01-01,2024-01-01,10.39,8.3,Bike,High,Sunny,0.0,-3.68,Route_5,bc461f42-ce66-40f0-b98f-7deda7caca1d,18,Other,City_6,22,1,Asian,Monthly,No,Warm,4,2,Good,5,True,True,Car-only,0.290667517108387,Car,No
362bb2T,14,Chicken rice,2024-01-09,2024-01-09,2.97,9.29,Walk,Medium,Rainy,0.0,18.07,Route_2,fb5234fb-80fb-4f12-ac0a-2962d8550e48,51,Male,City_7,3,1,Mexican,Weekly,Yes,Warm,5,1,Good,4,True,False,Car-only,0.6545737887673746,Car,No
2f4417T,40,Briyani rice,2024-09-30,2024-09-30,7.07,40.93,Car,Medium,Sunny,0.0,-0.59,Route_5,2732c208-6a12-4b29-bcac-f59dfeaa3a7e,47,Other,City_8,47,4,American,Monthly,No,Hot,4,5,Good,2,False,False,Car-only,0.1954455476250878,Car,No
d56311C,73,Pizza,2024-08-25,2024-08-25,6.64,8.16,Car,High,Rainy,0.0,-0.86,Route_1,a60e3ee0-d408-46a0-afe9-ce390eacebde,32,Female,City_5,12,1,Asian,Weekly,Yes,Hot,1,1,Poor,3,False,False,Mixed,0.4246290417154275,Car,No
7782d2C,84,Dumplings,2024-04-26,2024-04-26,3.75,9.53,Car,Low,Sunny,0.0,-2.45,Route_3,03faa475-3bc7-4fad-a0da-2f9d9f721be4,25,Male,City_5,38,4,Mexican,Monthly,Yes,Warm,4,1,Good,1,True,False,Mixed,0.7714085978264819,Car,No
2bfe1eY,66,Dumplings,2024-04-12,2024-04-12,4.12,45.76,Car,High,Sunny,0.0,19.16,Route_2,1a9dc799-5e65-4b1e-88e4-157c5b15b695,29,Male,City_1,21,5,Mexican,Weekly,Yes,Hot,5,5,Fair,5,True,True,Mixed,0.08148631286203745,Car,No
1f24ceV,59,Burger,2024-04-16,2024-04-16,6.7,5.92,Car,Low,Sunny,0.0,5.26,Route_1,0eabd644-50f3-405c-9e77-3df8ee82abc0,53,Other,City_1,8,2,American,Monthly,No,Cold,1,5,Fair,5,False,False,Bike-friendly,0.9326316968901944,Car,Yes
17ddeaJ,96,Chicken pie,2024-04-19,2024-04-19,13.85,46.5,Bike,Low,Sunny,0.0,13.23,Route_2,03cfc7e1-b677-45f3-b215-eb1476487688,53,Male,City_6,12,1,Mexican,Monthly,Yes,Hot,2,4,Good,1,False,True,Mixed,0.6472491803744743,Bike,No
ca255dH,7,Chicken wings,2024-09-08,2024-09-08,4.72,40.17,Bike,High,Snowy,0.0,12.76,Route_1,4f0918ff-686d-46d7-8ef4-9fbc90a84fe8,34,Male,City_6,43,1,Mediterranean,Monthly,No,Warm,3,3,Fair,5,True,False,Car-only,0.09155939233327248,Car,No
8fcbc6U,79,Pasta,2024-09-09,2024-09-09,13.1,7.75,Car,High,Snowy,0.0,-4.61,Route_4,08f97024-6b2d-4a52-a467-e35f04848e93,39,Other,City_7,21,5,Mexican,Weekly,No,Hot,2,1,Good,3,False,False,Mixed,0.6485860359408364,Car,No
333e4bC,39,CoffeeBoba tea,2024-04-12,2024-04-12,12.79,8.8,Bike,Low,Sunny,0.0,-7.49,Route_2,43b46e85-712e-4f37-9162-e81fa78ebec1,25,Male,City_9,42,4,Asian,Weekly,No,Hot,3,4,Poor,3,True,True,Bike-friendly,0.6112093980621633,Bike,No
09b124V,72,Whole cake,2024-01-16,2024-01-16,8.56,40.45,Bike,Low,Rainy,0.0,8.0,Route_1,542c005c-2b3a-4188-844a-df018d94f868,54,Female,City_4,11,3,Mediterranean,Weekly,No,Hot,4,5,Fair,5,False,True,Car-only,0.26865452555628144,Car,No
7fe29dN,17,Whole cake,2024-08-16,2024-08-16,10.74,32.24,Walk,Medium,Rainy,0.0,-9.36,Route_2,0aee69fd-138f-48b8-a4a2-5082f0483f7b,49,Other,City_7,18,5,Mexican,Monthly,Yes,Cold,3,1,Good,1,True,False,Bike-friendly,0.05336510712715836,Bike,No
7a833cK,85,Chicken pie,2024-11-24,2024-11-24,2.37,9.6,Car,Low,Snowy,0.0,14.25,Route_4,723d355d-f512-4d58-9c0b-3e824b6271d6,33,Other,City_6,36,4,American,Weekly,Yes,Hot,5,2,Fair,1,True,True,Car-only,0.8790126780981038,Bike,Yes
4f9dbfM,25,Pizza,2024-05-05,2024-05-05,7.53,24.6,Walk,Low,Sunny,0.0,11.53,Route_5,9fe42c42-ee71-4f3d-ae68-7879fdc80e74,36,Other,City_2,13,4,American,Weekly,Yes,Hot,3,4,Good,3,False,False,Car-only,0.5055459675639844,Car,No
0a1344I,11,Beef pie,2024-10-13,2024-10-13,3.46,7.5,Walk,Medium,Sunny,0.0,11.4,Route_1,c270d020-2741-429e-afe1-63a6f58f3b61,56,Other,City_6,26,4,American,Weekly,Yes,Warm,2,3,Good,1,False,True,Mixed,0.18535722667986598,Bike,No
65c223T,32,CoffeeBoba tea,2024-06-10,2024-06-10,4.94,21.9,Walk,Low,Snowy,0.0,-5.46,Route_1,981dce23-c79e-4dfc-b214-43d15200f607,18,Female,City_7,44,2,Asian,Weekly,No,Hot,3,1,Fair,3,False,False,Car-only,0.2382579009883602,Car,No
d8544fU,68,Shawarma,2024-09-21,2024-09-21,5.88,6.17,Walk,Low,Snowy,0.0,-6.14,Route_1,b7725837-34e5-4500-abd1-c62617708c8a,20,Other,City_5,11,1,Asian,Monthly,Yes,Hot,1,5,Good,2,True,True,Mixed,0.05196693867229507,Bike,No
e26e72K,26,Briyani rice,2024-01-01,2024-01-01,3.58,7.55,Bike,Medium,Sunny,0.0,6.44,Route_5,dc3fb3b1-c196-4b1e-a87a-58b8d593f317,40,Other,City_3,39,4,Asian,Weekly,Yes,Cold,4,4,Poor,1,True,True,Car-only,0.6145697545259698,Bike,No
a0b5dcP,1,Pizza,2024-08-05,2024-08-05,12.76,30.43,Car,Medium,Sunny,0.0,-7.93,Route_1,f99619bd-878a-4de4-95ae-ccd30e982141,50,Male,City_2,7,3,American,Weekly,No,Warm,3,4,Poor,1,False,True,Bike-friendly,0.3509108850065734,Car,No
422a2cI,78,Chicken wings,2024-08-23,2024-08-23,8.64,8.97,Walk,Medium,Snowy,0.0,0.76,Route_2,82c7113e-6fa6-401a-891e-8e91b069ef8e,30,Female,City_3,9,4,Mediterranean,Weekly,No,Warm,1,5,Poor,4,True,False,Bike-friendly,0.5983899089671412,Bike,No
aa7f2dH,84,Burritos,2024-05-30,2024-05-30,2.88,28.01,Bike,Medium,Rainy,0.0,15.36,Route_5,9c2fab99-9e22-4ed3-9c1d-fa9ef37caab3,56,Other,City_4,38,1,Italian,Monthly,Yes,Warm,4,2,Fair,5,True,False,Mixed,0.691251348676944,Bike,No
36e5b7L,82,Cookie,2024-01-19,2024-01-19,12.12,31.94,Walk,Low,Sunny,0.0,-5.34,Route_2,c646a896-2d93-457a-93db-bf2d224ea592,25,Male,City_4,23,4,American,Monthly,No,Cold,3,4,Fair,5,False,True,Car-only,0.4853894721741019,Car,No
aca391H,8,PastrySmoothie,2024-04-07,2024-04-07,14.21,30.65,Bike,Low,Sunny,0.0,11.86,Route_4,0a90c836-8604-4c19-b503-2f12adafbc09,43,Other,City_4,12,5,Italian,Weekly,No,Hot,5,2,Poor,3,False,True,Mixed,0.8850103492679127,Bike,Yes
b0e88bE,65,Pizza,2024-04-02,2024-04-02,2.4,5.78,Car,High,Sunny,0.0,17.76,Route_2,08bb7ec1-a541-4816-ae69-79b8835a39e3,24,Female,City_1,15,4,American,Weekly,No,Hot,5,2,Good,4,True,True,Car-only,0.2988029195509052,Car,No
4c6d3aP,22,Briyani rice,2024-06-05,2024-06-05,2.44,11.51,Bike,Medium,Sunny,0.0,6.95,Route_2,8403ce0e-f5f7-4a2c-9b00-f92d45cd565b,36,Female,City_10,39,3,Italian,Weekly,Yes,Hot,3,1,Poor,5,True,False,Mixed,0.622307530261382,Bike,No
f59689C,43,Chicken wings,2024-04-14,2024-04-14,2.83,6.69,Car,Low,Rainy,0.0,-5.9,Route_1,e4050cf2-e1c2-4291-b717-0be1848bff3c,29,Male,City_2,48,2,Italian,Monthly,No,Cold,1,3,Poor,2,False,True,Bike-friendly,0.612035384343707,Car,No
330239H,95,Chicken rice,2024-03-31,2024-03-31,13.87,37.46,Bike,Low,Snowy,0.0,0.28,Route_2,87bb7d8e-83c9-41fc-b701-e28ceeeda62f,50,Other,City_6,21,2,American,Monthly,No,Cold,4,5,Good,4,True,False,Mixed,0.9553970086537964,Car,Yes
c80876E,61,Pasta,2024-04-11,2024-04-11,12.48,46.88,Walk,Low,Sunny,0.0,6.29,Route_5,8ecf3663-ba9b-4a59-b162-2adf3b0c6ded,47,Female,City_7,20,4,Asian,Monthly,Yes,Hot,5,3,Good,2,False,False,Car-only,0.4824030409869381,Car,No
7e8be3T,21,Pasta,2024-05-19,2024-05-19,5.29,10.96,Walk,Medium,Sunny,0.0,-0.86,Route_1,1e65f15c-d75d-4b15-b4d4-4f765c4097a1,48,Other,City_10,32,1,American,Weekly,No,Cold,4,4,Good,3,True,False,Car-only,0.8922069475641338,Car,Yes
a95e70A,13,Briyani rice,2024-07-31,2024-07-31,11.04,6.78,Bike,High,Rainy,0.0,-8.67,Route_4,f5ef8fbe-780a-4fbf-977b-9b8d52e20b38,35,Male,City_8,42,4,Asian,Weekly,No,Warm,2,4,Good,1,True,True,Bike-friendly,0.9580012014396235,Car,Yes
c189b1V,34,Chicken rice,2024-07-08,2024-07-08,8.22,44.37,Car,Low,Rainy,0.0,-7.47,Route_1,ec5d258f-82a4-41cb-8df0-175f14c95ac9,45,Male,City_5,32,5,Mexican,Monthly,No,Hot,2,5,Fair,4,True,False,Mixed,0.9254858663817371,Car,Yes
161520A,53,Chicken wings,2024-03-25,2024-03-25,9.17,28.73,Car,Medium,Sunny,0.0,17.22,Route_3,2e4d5fa6-dc4b-4211-a7fa-2e2cdf208ca0,26,Male,City_10,40,2,Asian,Weekly,No,Cold,2,1,Poor,4,False,False,Mixed,0.622117368162801,Car,No
7ce27aX,11,CoffeeBoba tea,2024-02-17,2024-02-17,13.43,49.04,Walk,High,Sunny,0.0,17.44,Route_2,71f38097-f138-400b-b38b-71e5669546ed,45,Male,City_2,41,4,Italian,Weekly,No,Cold,5,3,Fair,2,True,False,Car-only,0.9939764413299547,Car,Yes
b76397T,99,Salad,2024-09-29,2024-09-29,3.55,34.9,Car,Low,Sunny,0.0,-1.98,Route_1,bfce2c1e-4fe2-4e40-b1cc-cd916f8cf615,31,Male,City_10,12,1,Italian,Monthly,No,Warm,1,5,Fair,4,False,False,Mixed,0.9039379364404674,Car,Yes
1ea67fC,5,Soup,2024-10-17,2024-10-17,13.83,20.57,Car,Medium,Snowy,0.0,2.48,Route_4,53ffa4f5-e287-4411-9790-15c83939b45c,28,Other,City_8,2,4,Asian,Weekly,Yes,Cold,1,3,Good,4,True,False,Car-only,0.39975147076084894,Car,No
5cb469S,1,Cookie,2024-05-01,2024-05-01,13.9,12.22,Bike,Low,Snowy,0.0,-3.47,Route_1,21e96259-4b42-4623-806d-52fc5756e23f,29,Female,City_5,30,5,Mediterranean,Weekly,No,Hot,3,4,Poor,5,True,False,Car-only,0.6746196791416029,Car,No
a5c1a7I,45,Taccos,2024-06-27,2024-06-27,7.18,33.49,Bike,High,Sunny,0.0,5.2,Route_4,467feaae-93b4-43c3-a74c-2302102a4a56,23,Other,City_1,39,4,Mediterranean,Monthly,Yes,Warm,2,2,Good,3,False,True,Car-only,0.5974189226157489,Car,No
1418d0X,55,Briyani rice,2024-09-03,2024-09-03,2.62,28.95,Car,Medium,Snowy,0.0,17.55,Route_4,8618fdf7-7afa-4d3d-ad91-36cdb3a10c13,34,Other,City_4,1,1,Italian,Monthly,Yes,Hot,4,3,Fair,3,False,True,Mixed,0.015707425409501985,Car,No
a90ea0U,87,CoffeeBoba tea,2024-04-04,2024-04-04,12.54,25.15,Bike,High,Sunny,0.0,-6.11,Route_3,2ce653c0-be89-4bef-9e55-7ae7de699bcd,55,Other,City_3,14,4,American,Weekly,Yes,Cold,2,4,Poor,3,False,False,Mixed,0.7385437291225065,Car,No
a6bf36V,2,Cookie,2024-07-11,2024-07-11,14.93,40.15,Car,High,Sunny,0.0,6.6,Route_3,3e46955d-9696-4531-be57-cd7adbd58cd1,27,Male,City_10,13,1,Asian,Weekly,No,Cold,1,2,Fair,1,True,True,Mixed,0.01827273229504356,Car,No
b38f09O,43,Soup,2024-04-17,2024-04-17,5.19,25.56,Car,Low,Sunny,0.0,16.77,Route_1,7cb06881-a038-4977-b722-ba1601fd671d,51,Other,City_6,21,5,American,Weekly,No,Warm,3,1,Good,5,True,False,Bike-friendly,0.4908635479181236,Bike,No
7a5bc3T,94,Chicken pie,2024-07-20,2024-07-20,8.55,21.41,Bike,High,Sunny,0.0,-0.25,Route_2,1f5aaab3-292c-49eb-8e85-aecabf3047e9,44,Female,City_2,5,1,American,Weekly,Yes,Cold,1,3,Good,4,True,True,Car-only,0.011702107225262659,Car,No
36fdf8X,83,Salad,2024-11-24,2024-11-24,11.43,19.53,Bike,Medium,Snowy,0.0,8.95,Route_5,f37a1ba0-f990-45f6-b970-adbdeaae4a40,44,Male,City_5,46,1,Mediterranean,Monthly,Yes,Warm,3,5,Good,3,False,True,Mixed,0.14175889268038477,Car,No
3a450dM,10,Pasta,2024-01-18,2024-01-18,12.11,20.2,Walk,High,Sunny,0.0,-0.41,Route_2,d4f95492-6bb5-4c6e-97a7-e9d164fe838e,38,Other,City_7,18,5,Mexican,Weekly,Yes,Warm,2,4,Fair,3,False,True,Bike-friendly,0.35765246447160093,Car,No
dfbd35W,81,Briyani rice,2024-01-23,2024-01-23,6.3,29.29,Bike,High,Rainy,0.0,4.69,Route_5,a0195d99-3881-4acf-886e-8ba34e3248a9,35,Male,City_3,32,4,Mediterranean,Monthly,Yes,Warm,4,2,Good,2,True,False,Car-only,0.2524879855044455,Car,No
e67532S,18,Chicken wings,2024-11-20,2024-11-20,10.95,29.71,Walk,High,Sunny,0.0,-9.86,Route_1,4a5a4f0e-aea5-4146-95d9-3c582878fa5a,29,Other,City_10,4,1,American,Monthly,No,Warm,4,5,Good,4,False,False,Car-only,0.8157122844837934,Car,Yes
03f9f8C,19,Cup cake,2024-09-13,2024-09-13,4.11,20.16,Bike,Medium,Sunny,0.0,-0.3,Route_5,8123990e-e847-4520-a2fc-e8c000a28daa,39,Female,City_1,8,4,Mediterranean,Weekly,Yes,Warm,2,3,Fair,4,False,True,Car-only,0.24610615724541585,Car,No
085d6eC,87,Taccos,2024-03-04,2024-03-04,8.1,22.49,Car,Low,Sunny,0.0,11.15,Route_2,c3a53f99-7fa2-48a2-bdb5-f4b30c544ef0,26,Other,City_5,1,3,Italian,Weekly,Yes,Cold,5,3,Poor,5,False,False,Mixed,0.2620844525663286,Bike,No
486760H,60,Chicken wings,2024-05-02,2024-05-02,7.16,32.73,Bike,High,Sunny,0.0,-7.94,Route_3,fa604f15-f724-4588-8d3c-83f445807228,49,Other,City_3,20,1,Mediterranean,Weekly,No,Cold,3,3,Fair,3,True,False,Mixed,0.2254782619916007,Car,No
169e8eU,89,Pasta,2024-04-02,2024-04-02,6.7,36.79,Bike,Low,Rainy,0.0,-3.49,Route_3,23bdca26-7590-4ba8-83a9-03d26e80bcb8,51,Male,City_6,20,1,Mexican,Monthly,Yes,Hot,4,1,Good,5,True,False,Bike-friendly,0.8743592315503963,Bike,Yes
1a6c79J,42,Salad,2024-05-20,2024-05-20,14.03,30.53,Car,High,Snowy,0.0,4.33,Route_3,51aa32d3-eb77-4a7e-a64d-a26b68eb055e,28,Female,City_1,35,1,Asian,Weekly,No,Cold,1,3,Fair,4,False,False,Mixed,0.003345307901598815,Car,No
1f045dI,74,Soup,2024-03-09,2024-03-09,2.81,19.06,Car,Low,Snowy,0.0,18.58,Route_2,642ead93-93da-4222-9002-e56d7cdd87f8,58,Male,City_9,42,2,Asian,Weekly,No,Cold,1,5,Good,1,True,True,Mixed,0.5246107973452706,Bike,No
170d71R,74,Pizza,2024-10-12,2024-10-12,5.5,17.08,Bike,High,Rainy,0.0,2.41,Route_5,3bbb66ff-9a54-485b-a46f-4ae5ea866dbb,34,Male,City_9,34,5,Italian,Monthly,Yes,Warm,4,5,Fair,1,False,True,Bike-friendly,0.24297304505560147,Car,No
0a1dc2L,42,Pizza,2024-09-12,2024-09-12,13.53,14.69,Bike,Low,Rainy,0.0,18.38,Route_3,5d6a1730-782f-42f6-b588-60d8f5de51cc,46,Female,City_5,19,2,Asian,Weekly,Yes,Hot,4,1,Fair,2,True,True,Mixed,0.014558716734529242,Bike,No
2045ecP,3,Salad,2024-08-10,2024-08-10,12.5,24.59,Walk,High,Sunny,0.0,10.63,Route_3,2c8a266b-2471-4c7b-a88f-10545b1b0d12,39,Male,City_4,32,5,American,Weekly,No,Hot,5,3,Fair,5,True,True,Mixed,0.04284846891829319,Car,No
257762Y,27,Sushi,2024-10-14,2024-10-14,3.68,14.78,Walk,High,Snowy,0.0,10.25,Route_2,e74724db-7e6a-4e17-8535-3fb7ccab25d1,35,Female,City_9,34,1,Mediterranean,Monthly,Yes,Cold,1,1,Good,1,False,True,Car-only,0.08594335261084718,Car,No
1beff1K,84,Cup cake,2024-04-22,2024-04-22,5.23,48.17,Bike,High,Sunny,0.0,-4.05,Route_3,707f013c-cd73-4db2-98e3-5ece978b8df0,23,Female,City_6,17,2,Asian,Weekly,No,Cold,3,4,Poor,3,False,False,Car-only,0.8570159836867398,Car,Yes
865f56L,41,Chicken pie,2024-01-26,2024-01-26,5.66,31.1,Car,Medium,Rainy,0.0,15.46,Route_3,b7fb0ebc-d05f-44be-b0c2-8559a9415d95,49,Male,City_2,46,1,Mexican,Weekly,Yes,Warm,2,1,Good,2,True,True,Bike-friendly,0.5305037065443465,Bike,No
dd2bf8R,93,Chicken pie,2024-12-08,2024-12-08,4.27,12.65,Bike,High,Sunny,0.0,-4.53,Route_4,24e04385-73b3-4fa9-8fcb-a658ddc2f1a5,36,Male,City_7,4,2,American,Monthly,No,Cold,2,3,Fair,3,False,True,Bike-friendly,0.12809163980449645,Car,No
11bbddR,96,Chicken wings,2024-03-25,2024-03-25,12.62,23.71,Walk,Low,Sunny,0.0,14.94,Route_5,695cd508-0d3c-4645-a2e5-7bd7e6f66b61,23,Female,City_3,27,4,Italian,Monthly,No,Hot,2,2,Fair,3,True,True,Mixed,0.40397314551962427,Bike,No
284eb0C,34,Whole cake,2024-04-18,2024-04-18,8.01,9.55,Car,Medium,Rainy,0.0,-2.41,Route_1,a63aa5ae-9894-4eac-93f3-a87cf9ec61f2,31,Male,City_10,15,3,American,Weekly,Yes,Cold,5,4,Fair,3,True,True,Bike-friendly,0.09000153450989268,Bike,No
656964J,73,Whole cake,2024-01-23,2024-01-23,8.94,41.79,Bike,Medium,Snowy,0.0,5.66,Route_2,93a4f05d-a9f8-4f44-b3d5-c81ba7cc3325,54,Other,City_4,10,4,Mexican,Weekly,Yes,Warm,1,2,Good,5,False,True,Car-only,0.3915578169605505,Car,No
b79466T,94,Soup,2024-02-09,2024-02-09,8.43,12.84,Car,High,Snowy,0.0,1.37,Route_4,5c0a4b11-ce3f-46e3-9c36-10c8216a9710,26,Female,City_6,23,3,Mexican,Weekly,Yes,Warm,1,2,Fair,4,False,False,Bike-friendly,0.7590784623154448,Car,No
eec8b0J,69,Cup cake,2024-10-02,2024-10-02,2.82,45.18,Car,Medium,Rainy,0.0,10.72,Route_4,abb1a107-aeb4-49a3-8485-81937b5dd75b,40,Female,City_4,50,3,Italian,Weekly,Yes,Hot,2,1,Poor,5,False,False,Mixed,0.569693083008038,Bike,No
5ad6a8K,2,Whole cake,2024-11-24,2024-11-24,12.91,40.94,Car,High,Rainy,0.0,6.59,Route_2,430e9ef4-f37a-46df-ab73-10f555cb7e60,60,Male,City_3,22,3,Mexican,Weekly,Yes,Hot,5,2,Fair,2,True,True,Car-only,0.38597742941355784,Car,No
2e45e8H,90,Beef pie,2024-11-22,2024-11-22,12.62,29.72,Bike,Low,Snowy,0.0,5.56,Route_4,d0b13ef5-2563-4620-baac-65a6817e294c,45,Female,City_7,2,2,Mexican,Monthly,No,Hot,5,4,Good,1,True,True,Car-only,0.635023059353547,Bike,No
214ad7U,94,Cup cake,2024-06-03,2024-06-03,3.24,48.4,Walk,High,Sunny,0.0,-6.83,Route_1,e0a680cb-827e-4e59-9c32-f5d1d2f14d4f,23,Male,City_3,23,5,American,Weekly,No,Warm,3,3,Fair,5,False,False,Bike-friendly,0.8455394677918909,Car,Yes
77c30aO,6,Whole cake,2024-01-14,2024-01-14,10.44,34.39,Walk,Medium,Rainy,0.0,16.43,Route_2,2cabf4c1-e44a-4522-af42-f623181fc739,57,Male,City_3,31,4,Mexican,Monthly,Yes,Hot,5,2,Fair,5,False,False,Bike-friendly,0.4652391813438871,Car,No
99af5bU,49,Pasta,2024-04-19,2024-04-19,13.87,6.34,Bike,Medium,Rainy,0.0,10.66,Route_2,8cb47585-fba0-4d07-b2a5-0872d1afa93e,56,Male,City_1,5,3,Mediterranean,Weekly,Yes,Hot,1,5,Good,5,False,False,Mixed,0.4065192163389909,Bike,No
75c0f8H,78,Chicken rice,2024-10-02,2024-10-02,8.6,49.51,Bike,Low,Snowy,0.0,10.97,Route_5,e82a0046-698d-4b8c-8705-7ecdad540b8d,25,Other,City_8,46,3,American,Monthly,No,Cold,2,2,Fair,2,True,True,Bike-friendly,0.7167379998933265,Bike,No
91f9ccZ,65,PastrySmoothie,2024-03-07,2024-03-07,2.99,36.08,Walk,Medium,Sunny,0.0,-7.98,Route_5,31273a9a-e145-4bef-a942-606d3b119bec,24,Female,City_10,15,2,Mexican,Monthly,Yes,Hot,4,3,Good,5,True,False,Mixed,0.0037627813226259743,Car,No
7aa4dcD,38,Chicken rice,2024-08-17,2024-08-17,11.88,49.96,Walk,High,Sunny,0.0,3.27,Route_5,ccd419cb-b8f3-45dd-9012-cf88cbe9e2ef,51,Other,City_2,23,4,Asian,Monthly,No,Cold,3,4,Fair,4,False,False,Mixed,0.02636683009650509,Car,No
